OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
856,004-0001,2790-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
857,004-0168, ,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
858,003-0347,2484-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
859,042-0076,2932-000,Jeux d'eau,Verdun,Récréatif
860,004-0133,0406-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
861,076-0116,0678-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
862,003-0019,2811-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
863,028-0006,0011-000,Croquet,Ahuntsic-Cartierville,Récréatif
864,042-0038,0590-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
865,003-0400,0904-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
866,081-0052,0146-000,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
867,053-0030,0950-001,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
868,073-0035-76-S2,0950-440,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
869,074-0010-76-S1,2612-000,Soccer sous-terrain à 7,Outremont,Sportif
870,050-0081,0114-001,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
871,002-0010,9541-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
872,004-0153, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
873,071-0040,9503-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
874,095-0059,0278-001,Pétanque,Le Sud-Ouest,Loisirs et détente
875,095-0100,2605-000,Pétanque,Outremont,Loisirs et détente
876,018-0008,2808-000,Basketball,Saint-Laurent,Récréatif
877,003-0490,2010-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
878,004-0212,2700-007,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
879,042-0054,0593-000,Jeux d'eau,Ville-Marie,Récréatif
880,018-0088,2925-000,Basketball,Verdun,Récréatif
881,003-0484,2003-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
882,003-0476,0128-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
883,004-0314,0797-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
884,018-0135,2851-000,Basketball,Saint-Léonard,Récréatif
885,003-0475,0115-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
886,004-0427,0056-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
887,003-0333,2458-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
888,003-0227,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
889,018-0073,2689-000,Basketball,Pierrefonds-Roxboro,Récréatif
890,071-0012,0032-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
891,004-0017,2810-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
892,013-0001,2798-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
893,073-0089, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
894,005-0007,1094-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
895,009-0034,0140-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
896,003-0492,2012-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
897,018-0113,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
898,021-0061,2858-000,Bocce,Saint-Léonard,Loisirs et détente
899,003-0468,0496-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
900,004-0165,0252-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
901,004-0160,0251-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
902,003-0428,2550-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
903,073-0027,0126-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
904,016-0003,2798-000,Balle,Saint-Laurent,Sportif
905,042-0095,2457-000,Jeux d'eau,LaSalle,Récréatif
906,053-0048,0510-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
907,089-0048,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
908,018-0072,2674-000,Basketball,Pierrefonds-Roxboro,Récréatif
909,095-0082,0080-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
910,003-0251, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
911,050-0013,0236-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
912,075-0047,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
913,009-0037,2453-000,Aire de pique-nique,LaSalle,Plein air
914,003-0077,0024-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
915,009-0019,9543-000,Aire de pique-nique,Ahuntsic-Cartierville,Plein air
916,042-0139,2854-000,Jeux d'eau,Saint-Léonard,Récréatif
917,055-0021,0211-000,Piscine extérieure,Rosemont-La Petite-Patrie,Récréatif
918,076-0015,0025-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
919,042-0001,2793-000,Jeux d'eau,Saint-Laurent,Récréatif
920,018-0133,2010-000,Basketball,Anjou,Récréatif
921,054-0004,0236-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
922,073-0030,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
923,004-0218,2727-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
924,004-0022,2816-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
925,053-0082,0188-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
926,003-0452,0656-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
927,081-0002,2818-000,Tennis,Saint-Laurent,Sportif
928,009-0056,1176-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
929,052-0029,0014-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
930,052-0009,2793-000,Patinoire avec bandes,Saint-Laurent,Récréatif
931,003-0074,0004-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
932,095-0013,0426-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
933,042-0140,2857-000,Jeux d'eau,Saint-Léonard,Récréatif
934,013-0043,0105-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
935,012-0048,0043-000,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
936,042-0102,1073-000,Jeux d'eau,Le Sud-Ouest,Récréatif
937,042-0146,0210-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
938,073-0022,2430-006,Soccer à 11,Lachine,Sportif
939,073-0050,2348-000,Soccer à 11,L'Île-Bizard-Sainte-Geneviève,Sportif
940,003-0363,1088-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
941,004-0109,1064-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
942,073-0001-76-S1,2826-000,Soccer sous-terrain à 7,Saint-Laurent,Sportif
943,018-0050,0952-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
944,051-0003,2450-000,Patinoire réfrigérée / Basketball,LaSalle,Récréatif
945,052-0077,0146-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
946,076-0122,1860-014,Soccer à 7,Montréal-Nord,Sportif
947,050-0057,2904-000,Pataugeoire,Verdun,Récréatif
948,005-0033,2868-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
949,081-0042,2675-000,Tennis,Pierrefonds-Roxboro,Sportif
950,004-0450,2859-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
951,076-0101,0964-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
952,004-0034,0338-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
953,016-0095,0162-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
954,063-0002, ,Quai,Lachine,Plein air
955,075-0006,0010-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
956,010-0025,2564-000,Aire de planche à roulette,Montréal-Nord,Récréatif
957,003-0302,2931-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
958,073-0056, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
959,042-0058,2348-000,Jeux d'eau,L'Île-Bizard-Sainte-Geneviève,Récréatif
960,054-0005,0649-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
961,018-0078,1148-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
962,070-0015,0085-000,Sentier de ski de fond,Rosemont-La Petite-Patrie,Plein air
963,004-0253,2894-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
964,004-0102,1186-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
965,004-0375,0695-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
966,021-0031,2466-000,Bocce,LaSalle,Loisirs et détente
967,073-0066,2476-000,Soccer à 11,LaSalle,Sportif
968,052-0045,0209-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
969,050-0011,0061-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
970,071-0062, ,Sentier pédestre,Anjou,Plein air
971,073-0033,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
972,012-0034,0188-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
973,075-0058,0875-000,Soccer à 4-5,Le Sud-Ouest,Sportif
974,054-0019,0596-018,Ping-pong,Ville-Marie,Loisirs et détente
975,003-0393,0718-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
976,076-0040,0937-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
977,010-0010,0941-000,Aire de planche à roulette,Villeray-Saint-Michel-Parc-Extension,Récréatif
978,004-0155, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
979,034-0003,2818-000,Football,Saint-Laurent,Sportif
980,042-0007,2807-000,Jeux d'eau,Saint-Laurent,Récréatif
981,018-0122,2562-000,Basketball,Montréal-Nord,Récréatif
982,004-0151,1147-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
983,076-0127, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
984,004-0380,2551-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
985,003-0113,0202-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
986,081-0093,2012-000,Tennis,Anjou,Sportif
987,004-0077,1103-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
988,081-0096,2853-000,Tennis,Saint-Léonard,Sportif
989,011-0003,0094-000,Aire de tir à l'arc,Mercier-Hochelaga-Maisonneuve,Sportif
990,004-0272,2912-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
991,003-0359,0797-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
992,018-0025,0011-000,Basketball,Ahuntsic-Cartierville,Récréatif
993,052-0076,0146-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
994,081-0010,0224-000,Tennis,Le Plateau-Mont-Royal,Sportif
995,018-0097,2464-000,Basketball,LaSalle,Récréatif
996,004-0295,2460-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
997,076-0030,0127-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
998,082-0001,0061-000,Théâtre extérieur,Le Plateau-Mont-Royal,Loisirs et détente
999,095-0006,0594-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
1000,018-0125,1267-000,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
1001,003-0411,0971-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1002,095-0058,0260-002,Pétanque,Le Sud-Ouest,Loisirs et détente
1003,081-0037,2653-000,Tennis,Pierrefonds-Roxboro,Sportif
1004,019-0001,0391-000,Bassin olympique,Ville-Marie,Sportif
1005,012-0049,0356-000,Aire d'entraînement pour adultes,Le Sud-Ouest,Loisirs et détente
1006,018-0120,2556-000,Basketball,Montréal-Nord,Récréatif
1007,004-0135,0198-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1008,003-0144,0302-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1009,050-0070,2556-000,Pataugeoire,Montréal-Nord,Récréatif
1010,016-0128,2551-000,Balle,Montréal-Nord,Sportif
1011,004-0103,0291-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1012,005-0004,0295-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1013,042-0069,0170-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1014,075-0018,2430-006,Soccer à 4-5,Lachine,Sportif
1015,052-0103,0704-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1016,004-0007,2798-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1017,071-0037,2681-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
1018,042-0047,1269-000,Jeux d'eau,Ville-Marie,Récréatif
1019,055-0006,2813-000,Piscine extérieure,Saint-Laurent,Récréatif
1020,056-0013,9502-000,Piste cyclable,L'Île-Bizard-Sainte-Geneviève,Plein air
1021,073-0065,2442-000,Soccer à 11,LaSalle,Sportif
1022,016-0061,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1023,052-0125,2010-000,Patinoire avec bandes,Anjou,Récréatif
1024,004-0098,2423-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1025,073-0008, ,Soccer à 11,Saint-Laurent,Sportif
1026,081-0067,2464-000,Tennis,LaSalle,Sportif
1027,003-0314,2914-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1028,076-0033,0196-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
1029,055-0008,2799-000,Piscine extérieure,Saint-Laurent,Récréatif
1030,021-0051,2010-000,Bocce,Anjou,Loisirs et détente
1031,055-0050,2466-000,Piscine extérieure,LaSalle,Récréatif
1032,032-0021,2398-000,Fer / Galet,Lachine,Loisirs et détente
1033,009-0045,2567-000,Aire de pique-nique,Montréal-Nord,Plein air
1034,053-0012,0023-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1035,062-0003,0219-000,Plancher de danse,Rosemont-La Petite-Patrie,Loisirs et détente
1036,004-0337,0926-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1037,018-0100,0342-000,Basketball,Le Sud-Ouest,Récréatif
1038,004-0442,2869-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
1039,075-0093,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1040,004-0461,0238-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1041,004-0426,0115-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1042,052-0040,0202-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1043,089-0047,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1044,004-0124,0243-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1045,056-0008,0391-000,Piste cyclable,Ville-Marie,Plein air
1046,042-0034,1173-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
1047,010-0015,2348-000,Aire de planche à roulette,L'Île-Bizard-Sainte-Geneviève,Récréatif
1048,004-0073,0010-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1049,004-0302,2466-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1050,003-0220,2667-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1051,095-0011,0018-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
1052,095-0004,2816-000,Pétanque,Saint-Laurent,Loisirs et détente
1053,003-0259,2369-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1054,012-0033,0482-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1055,012-0019,0509-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1056,004-0405,0099-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1057,072-0020,2662-000,Anneau / Rond de glace,Pierrefonds-Roxboro,Loisirs et détente
1058,073-0038,0270-000,Soccer à 11,Ville-Marie,Sportif
1059,053-0009,0007-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1060,031-0014,0341-000,Étang / lac,Le Sud-Ouest,Plein air
1061,073-0031,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
1062,009-0002,2798-000,Aire de pique-nique,Saint-Laurent,Plein air
1063,001-0014,0986-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1064,016-0018,0424-000,Balle,Ahuntsic-Cartierville,Sportif
1065,075-0013,2391-000,Soccer à 4-5,Lachine,Sportif
1066,016-0137,0097-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1067,058-0012,2442-000,Piste d'athlétisme (400m) et équipements,LaSalle,Sportif
1068,081-0063,2451-000,Tennis,LaSalle,Sportif
1069,055-0042,2907-000,Piscine extérieure,Verdun,Récréatif
1070,004-0419,0110-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1071,021-0041,0973-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1072,003-0352,0348-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1073,003-0196,0384-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1074,004-0154, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
1075,013-0011,0012-000,Aire d'exercice canin,Ahuntsic-Cartierville,Loisirs et détente
1076,005-0039,2874-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
1077,021-0038,0983-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1078,095-0079,0105-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1079,075-0044,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1080,003-0306,2903-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1081,010-0005,2397-000,Aire de planche à roulette,Lachine,Récréatif
1082,004-0138,0401-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1083,003-0346,2467-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1084,089-0013,0061-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1085,076-0089,2465-000,Soccer à 7,LaSalle,Sportif
1086,002-0030,0494-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1087,053-0075,0974-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1088,003-0401,0700-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1089,074-0022,2469-000,Soccer / Football,LaSalle,Sportif
1090,050-0061,0376-000,Pataugeoire,Le Sud-Ouest,Récréatif
1091,003-0408,0974-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1092,050-0008,2807-000,Pataugeoire,Saint-Laurent,Récréatif
1093,004-0377, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1094,095-0034,0126-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1095,003-0285,0140-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1096,050-0066,0679-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1097,004-0045, ,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1098,018-0092, ,Basketball,LaSalle,Récréatif
1099,016-0072,0909-000,Balle,Ville-Marie,Sportif
1100,025-0002,2014-000,Ciné-parc,Anjou,Loisirs et détente
1101,052-0093,2468-000,Patinoire avec bandes,LaSalle,Récréatif
1102,004-0128,0948-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1103,052-0130,2850-000,Patinoire avec bandes,Saint-Léonard,Récréatif
1104,042-0111,0978-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1105,089-0046,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1106,003-0321,2920-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1107,021-0021,0938-000,Bocce,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1108,076-0058,2714-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1109,075-0031,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1110,004-0097,2421-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1111,016-0090,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1112,016-0057,0207-000,Balle,Rosemont-La Petite-Patrie,Sportif
1113,075-0008,0012-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
1114,027-0005,0139-000,Cricket,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1115,003-0202,2652-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1116,067-0003,0025-000,Scène,Ahuntsic-Cartierville,Loisirs et détente
1117,004-0071,0002-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1118,089-0039,2907-000,Volleyball de plage,Verdun,Récréatif
1119,004-0409,0114-001,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1120,004-0257,2899-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1121,004-0263,2924-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1122,055-0033,2730-019,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
1123,042-0115,0924-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1124,013-0029,2898-000,Aire d'exercice canin,Verdun,Loisirs et détente
1125,073-0104,1267-000,Soccer à 11,Anjou,Sportif
1126,076-0112,0692-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1127,073-0101, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1128,071-0025,2403-000,Sentier pédestre,Lachine,Plein air
1129,076-0022,2430-002,Soccer à 7,Lachine,Sportif
1130,003-0234,2688-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1131,050-0007,2813-000,Pataugeoire,Saint-Laurent,Récréatif
1132,063-0012,1840-000,Quai,Le Sud-Ouest,Plein air
1133,004-0318,0349-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1134,018-0044,0298-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1135,076-0150,2853-000,Soccer à 7,Saint-Léonard,Sportif
1136,055-0056,4107-002,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1137,052-0071,2350-000,Patinoire avec bandes,L'Île-Bizard-Sainte-Geneviève,Récréatif
1138,074-0005-76-S1,1860-012,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1139,075-0078,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
1140,003-0481,2001-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
1141,003-0083,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1142,067-0016,0946-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1143,021-0055,2853-000,Bocce,Saint-Léonard,Loisirs et détente
1144,050-0082,0094-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
1145,005-0015,2673-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
1146,003-0135,0126-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1147,049-0028, ,Pastille - Basketball,Montréal-Nord,Récréatif
1148,076-0098,4107-003,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1149,004-0148,0939-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1150,016-0104,2460-000,Balle,LaSalle,Sportif
1151,081-0095,2852-000,Tennis,Saint-Léonard,Sportif
1152,073-0087,2562-000,Soccer à 11,Montréal-Nord,Sportif
1153,013-0025,0170-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1154,067-0009,0391-000,Scène,Ville-Marie,Loisirs et détente
1155,018-0101,1078-000,Basketball,Le Sud-Ouest,Récréatif
1156,042-0082,2933-000,Jeux d'eau,Verdun,Récréatif
1157,055-0009,0236-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
1158,018-0034,0211-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1159,074-0017, ,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1160,053-0083,0083-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1161,054-0010,2653-000,Ping-pong,Pierrefonds-Roxboro,Loisirs et détente
1162,004-0296,2461-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1163,012-0002,2832-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
